"survey_pk"	"surveyID"	"samplingPerformedBy"	"verbatimSiteNames"	"isSamplingEffortReported"	"hasMaterialSamples"	"event_fk"	"verbatimTargetScope"	"protocolNames"	"protocolDescriptions"	"protocolReferences"	"isAbundanceReported"	"materialSampleTypes"	"verbatimSiteDescription"
"P335.2A"	"P335.2A"	"P335"	"DOFAtlasIIIQuadrantID: 8115"	"true"	"true"	"P335.2A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: agriculture | subland cover: intensive agriculture, extensive agriculture"
"P335.2B"	"P335.2B"	"P335"	"DOFAtlasIIIQuadrantID: 8115"	"true"	"true"	"P335.2B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: agriculture | subland cover: intensive agriculture, extensive agriculture"
"P336.2A"	"P336.2A"	"P336"	"DOFAtlasIIIQuadrantID: 8105"	"true"	"true"	"P336.2A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: urban"
"P336.2B"	"P336.2B"	"P336"	"DOFAtlasIIIQuadrantID: 8105"	"true"	"true"	"P336.2B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: urban"
"P337.1A"	"P337.1A"	"P337"	"DOFAtlasIIIQuadrantID: 8123"	"true"	"true"	"P337.1A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: dry | subland cover: pasture, agriculture, forest"
"P337.1B"	"P337.1B"	"P337"	"DOFAtlasIIIQuadrantID: 8123"	"true"	"true"	"P337.1B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: dry | subland cover: pasture, agriculture, forest"
"P337.2A"	"P337.2A"	"P337"	"DOFAtlasIIIQuadrantID: 8134"	"true"	"true"	"P337.2A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: forest"
"P337.2B"	"P337.2B"	"P337"	"DOFAtlasIIIQuadrantID: 8134"	"true"	"true"	"P337.2B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: forest"
"P338.2A"	"P338.2A"	"P338"	"DOFAtlasIIIQuadrantID: 8117"	"true"	"true"	"P338.2A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: dry | subland cover: pasture, agriculture, forest"
"P338.2B"	"P338.2B"	"P338"	"DOFAtlasIIIQuadrantID: 8117"	"true"	"true"	"P338.2B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: dry | subland cover: pasture, agriculture, forest"
"P339.1A"	"P339.1A"	"P339"	"DOFAtlasIIIQuadrantID: 4782"	"false"	"false"	"P339.1A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: wet | subland cover: marsh"
"P339.1B"	"P339.1B"	"P339"	"DOFAtlasIIIQuadrantID: 4782"	"false"	"false"	"P339.1B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: wet | subland cover: marsh"
"P340.2A"	"P340.2A"	"P340"	"DOFAtlasIIIQuadrantID: 6815"	"true"	"true"	"P340.2A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: urban"
"P340.2B"	"P340.2B"	"P340"	"DOFAtlasIIIQuadrantID: 6815"	"true"	"true"	"P340.2B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: urban"
"P343.1A"	"P343.1A"	"P343"	"DOFAtlasIIIQuadrantID: 7522"	"true"	"true"	"P343.1A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: urban"
"P343.1B"	"P343.1B"	"P343"	"DOFAtlasIIIQuadrantID: 7522"	"true"	"true"	"P343.1B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: urban"
"P343.2A"	"P343.2A"	"P343"	"DOFAtlasIIIQuadrantID: 7625"	"true"	"true"	"P343.2A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: forest"
"P343.2B"	"P343.2B"	"P343"	"DOFAtlasIIIQuadrantID: 7625"	"true"	"true"	"P343.2B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: forest"
"P344.1A"	"P344.1A"	"P344"	"DOFAtlasIIIQuadrantID: 6748"	"true"	"true"	"P344.1A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: wet | subland cover: meadow, marsh"
"P344.1B"	"P344.1B"	"P344"	"DOFAtlasIIIQuadrantID: 6748"	"true"	"true"	"P344.1B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: wet | subland cover: meadow, marsh"
"P344.2A"	"P344.2A"	"P344"	"DOFAtlasIIIQuadrantID: 6767"	"true"	"true"	"P344.2A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: wet | subland cover: meadow, marsh"
"P344.2B"	"P344.2B"	"P344"	"DOFAtlasIIIQuadrantID: 6767"	"true"	"true"	"P344.2B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: wet | subland cover: meadow, marsh"
"P345.2A"	"P345.2A"	"P345"	"DOFAtlasIIIQuadrantID: 2653"	"true"	"true"	"P345.2A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: wet | subland cover: meadow, marsh, lake"
"P345.2B"	"P345.2B"	"P345"	"DOFAtlasIIIQuadrantID: 2653"	"true"	"true"	"P345.2B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: wet | subland cover: meadow, marsh, lake"
"P348.2A"	"P348.2A"	"P348"	"DOFAtlasIIIQuadrantID: 7531"	"true"	"true"	"P348.2A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: urban"
"P348.2B"	"P348.2B"	"P348"	"DOFAtlasIIIQuadrantID: 7531"	"true"	"true"	"P348.2B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: urban"
"P349.1A"	"P349.1A"	"P349"	"DOFAtlasIIIQuadrantID: 7511"	"true"	"true"	"P349.1A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: forest"
"P349.1B"	"P349.1B"	"P349"	"DOFAtlasIIIQuadrantID: 7511"	"true"	"true"	"P349.1B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: forest"
"P349.2A"	"P349.2A"	"P349"	"DOFAtlasIIIQuadrantID: 7501"	"true"	"true"	"P349.2A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: dry | subland cover: moor, pasture"
"P349.2B"	"P349.2B"	"P349"	"DOFAtlasIIIQuadrantID: 7501"	"true"	"true"	"P349.2B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: dry | subland cover: moor, pasture"
"P350.1A"	"P350.1A"	"P350"	"DOFAtlasIIIQuadrantID: 1692"	"true"	"true"	"P350.1A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: dry | subland cover: moor, pasture"
"P350.1B"	"P350.1B"	"P350"	"DOFAtlasIIIQuadrantID: 1692"	"true"	"true"	"P350.1B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: dry | subland cover: moor, pasture"
"P350.2A"	"P350.2A"	"P350"	"DOFAtlasIIIQuadrantID: 2602"	"true"	"true"	"P350.2A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: wet | subland cover: beach meadow, marsh"
"P350.2B"	"P350.2B"	"P350"	"DOFAtlasIIIQuadrantID: 2602"	"true"	"true"	"P350.2B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: wet | subland cover: beach meadow, marsh"
"P351.1A"	"P351.1A"	"P351"	"DOFAtlasIIIQuadrantID: 2563"	"true"	"true"	"P351.1A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: wet | subland cover: meadow"
"P351.1B"	"P351.1B"	"P351"	"DOFAtlasIIIQuadrantID: 2563"	"true"	"true"	"P351.1B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: wet | subland cover: meadow"
"P351.2A"	"P351.2A"	"P351"	"DOFAtlasIIIQuadrantID: 2564"	"true"	"true"	"P351.2A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: dry | subland cover: moor"
"P351.2B"	"P351.2B"	"P351"	"DOFAtlasIIIQuadrantID: 2564"	"true"	"true"	"P351.2B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: dry | subland cover: moor"
"P352.1A"	"P352.1A"	"P352"	"DOFAtlasIIIQuadrantID: 3858"	"true"	"true"	"P352.1A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: urban"
"P352.1B"	"P352.1B"	"P352"	"DOFAtlasIIIQuadrantID: 3858"	"true"	"true"	"P352.1B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: urban"
"P352.2A"	"P352.2A"	"P352"	"DOFAtlasIIIQuadrantID: 3569"	"true"	"true"	"P352.2A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: dry | subland cover: moor"
"P352.2B"	"P352.2B"	"P352"	"DOFAtlasIIIQuadrantID: 3569"	"true"	"true"	"P352.2B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: dry | subland cover: moor"
"P353.1A"	"P353.1A"	"P353"	"DOFAtlasIIIQuadrantID: 4617"	"true"	"true"	"P353.1A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: forest"
"P353.1B"	"P353.1B"	"P353"	"DOFAtlasIIIQuadrantID: 4617"	"true"	"true"	"P353.1B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: forest"
"P353.2A"	"P353.2A"	"P353"	"DOFAtlasIIIQuadrantID: 4607"	"true"	"true"	"P353.2A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: urban"
"P353.2B"	"P353.2B"	"P353"	"DOFAtlasIIIQuadrantID: 4607"	"true"	"true"	"P353.2B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: urban"
"P354.1A"	"P354.1A"	"P354"	"DOFAtlasIIIQuadrantID: 4523"	"true"	"true"	"P354.1A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: agriculture | subland cover: intensive agriculture, extensive agriculture"
"P354.1B"	"P354.1B"	"P354"	"DOFAtlasIIIQuadrantID: 4523"	"true"	"true"	"P354.1B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: agriculture | subland cover: intensive agriculture, extensive agriculture"
"P354.2A"	"P354.2A"	"P354"	"DOFAtlasIIIQuadrantID: 4532"	"true"	"true"	"P354.2A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: wet | subland cover: meadow, lake"
"P354.2B"	"P354.2B"	"P354"	"DOFAtlasIIIQuadrantID: 4532"	"true"	"true"	"P354.2B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: wet | subland cover: meadow, lake"
"P356.1A"	"P356.1A"	"P356"	"DOFAtlasIIIQuadrantID: 4680"	"true"	"true"	"P356.1A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: forest, urban"
"P356.1B"	"P356.1B"	"P356"	"DOFAtlasIIIQuadrantID: 4680"	"true"	"true"	"P356.1B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: forest, urban"
"P356.2A"	"P356.2A"	"P356"	"DOFAtlasIIIQuadrantID: 4671"	"true"	"true"	"P356.2A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: wet | subland cover: marsh, lake"
"P356.2B"	"P356.2B"	"P356"	"DOFAtlasIIIQuadrantID: 4671"	"true"	"true"	"P356.2B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: wet | subland cover: marsh, lake"
